"tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points","tourney_month"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,143,"208103","0","","Jiri Lehecka","R","185","CZE","21.5","105526","21","","Jan Lennard Struff","R","193","GER","33","7-5 1-6 6-3 3-6 6-1","5","R128",0,7,4,147,97,65,25,22,5,10,9,5,133,75,52,28,22,5,11,"41",994,"28",1447,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,144,"202058","0","Q","Thiago Agustin Tirante","R","185","ARG","22.1","122298","25","","Botic Van De Zandschulp","R","188","NED","27.6","6-2 4-6 6-3 6-4","5","R128",0,1,1,136,93,54,27,19,15,19,3,12,107,55,37,20,18,6,13,"153",390,"31",1215,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,145,"111190","0","","Zhizhen Zhang","R","193","CHN","26.6","105583","0","","Dusan Lajovic","R","180","SRB","32.9","6-1 4-1 RET","5","R128",0,1,2,46,28,20,7,6,0,1,1,3,40,24,14,2,6,5,10,"71",752,"53",899,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,146,"206748","0","Q","Giulio Zeppieri","L","185","ITA","21.4","122330","0","","Alexander Bublik","R","196","KAZ","25.9","6-0 4-6 4-6 6-3 7-5","5","R128",0,8,4,152,86,56,44,24,7,10,17,12,133,66,50,32,23,8,14,"129",478,"51",915,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,147,"134770","4","","Casper Ruud","R","183","NOR","24.4","111200","0","Q","Elias Ymer","R","183","SWE","27.1","6-4 6-3 6-2","5","R128",0,4,2,71,44,31,14,13,0,3,2,7,89,55,33,10,14,8,16,"4",4960,"155",384,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,148,"206173","8","","Jannik Sinner","R","188","ITA","21.7","124186","0","","Alexandre Muller","R","183","FRA","26.3","6-1 6-4 6-1","5","R128",0,5,2,70,40,33,18,12,2,2,3,0,70,43,22,13,12,4,10,"9",3435,"101",639,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,149,"127157","0","","Daniel Altmaier","R","191","GER","24.7","144817","0","","Marc Andrea Huesler","L","196","SUI","26.9","6-3 6-4 6-4","5","R128",0,7,3,80,57,44,17,15,1,1,5,9,99,62,42,18,14,11,14,"79",733,"84",719,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,150,"200325","0","","Emil Ruusuvuori","R","188","FIN","24.1","106296","0","","Gregoire Barrere","R","183","FRA","29.2","6-2 6-7(7) 5-7 6-1 6-4","5","R128",0,15,5,174,108,77,34,25,9,14,5,10,169,85,55,39,24,11,20,"46",956,"58",850,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,151,"105777","28","","Grigor Dimitrov","R","188","BUL","32","207608","0","Q","Timofey Skatov","R","173","RUS","22.3","6-0 6-3 6-2","5","R128",0,10,3,85,54,42,13,12,4,5,0,3,72,55,28,4,11,3,10,"29",1275,"147",412,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,152,"100644","22","","Alexander Zverev","R","198","GER","26.1","144750","0","","Lloyd Harris","R","193","RSA","26.2","7-6(6) 7-6(0) 6-1","5","R128",0,10,7,117,81,59,20,16,7,8,7,1,106,71,50,13,15,2,5,"27",1450,"294",177,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,153,"144684","0","","Alex Molcan","L","178","SVK","25.4","200384","0","WC","Hugo Gaston","L","173","FRA","22.6","6-1 7-6(4) 6-4","5","R128",0,6,2,104,72,45,18,15,3,7,4,5,105,61,34,15,14,11,18,"86",705,"109",580,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,154,"106234","0","Q","Aslan Karatsev","R","185","RUS","29.7","200615","0","","Alexei Popyrin","R","196","AUS","23.8","6-3 6-7(4) 6-1 6-2","5","R128",0,7,4,113,70,55,26,19,4,5,9,6,121,75,53,17,17,11,17,"62",818,"85",707,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,155,"126207","12","","Frances Tiafoe","R","188","USA","25.3","105936","0","","Filip Krajinovic","R","185","SRB","31.2","6-3 6-4 6-2","5","R128",0,15,2,103,56,46,23,14,6,6,4,3,87,51,29,19,13,3,7,"12",2790,"93",661,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,156,"106432","15","","Borna Coric","R","188","CRO","26.5","105948","0","","Federico Coria","R","180","ARG","31.2","7-6(3) 6-7(5) 6-3 6-3","5","R128",0,11,2,135,75,54,30,21,8,13,3,9,167,108,59,27,21,16,24,"16",2410,"96",656,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,157,"106398","0","","Pedro Cachin","R","185","ARG","28.1","106233","0","","Dominic Thiem","R","185","AUT","29.7","6-3 6-2 6-7(1) 4-6 6-2","5","R128",0,6,7,142,93,68,18,24,6,12,5,5,152,88,52,33,23,7,17,"64",803,"92",666,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,158,"144869","0","","Tomas Martin Etcheverry","R","196","ARG","23.8","207733","0","","Jack Draper","L","191","GBR","21.4","6-4 1-0 RET","5","R128",0,0,0,36,24,18,6,6,2,3,1,2,52,36,20,5,5,7,9,"49",920,"55",877,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,159,"200282","18","","Alex De Minaur","R","183","AUS","24.2","125802","0","","Ilya Ivashka","R","193","BLR","29.2","6-1 5-7 6-1 6-3","5","R128",0,6,3,108,63,40,27,17,9,13,2,8,119,70,38,21,18,11,21,"19",1870,"73",741,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,160,"106415","27","","Yoshihito Nishioka","L","170","JPN","27.6","200670","0","","J J Wolf","R","183","USA","24.4","1-6 3-6 6-4 6-3 6-3","5","R128",0,1,4,120,77,44,24,22,2,10,9,10,175,92,54,40,22,16,24,"33",1181,"50",915,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,161,"126845","0","","Max Purcell","R","185","AUS","25.1","111442","0","","Jordan Thompson","R","183","AUS","29.1","7-5 1-6 6-4 6-4","5","R128",0,7,1,116,75,54,25,20,6,9,6,2,101,55,44,27,19,2,5,"68",781,"76",737,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,162,"105550","0","","Guido Pella","L","185","ARG","33","111460","0","","Quentin Halys","R","191","FRA","26.5","6-4 6-7(7) 2-6 7-6(4) 7-6(4)","5","R128",0,4,5,187,130,94,32,27,9,13,19,11,185,111,83,41,27,6,9,"423",105,"88",686,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,163,"205734","0","Q","Thiago Seyboth Wild","R","185","BRA","23.2","106421","2","","Daniil Medvedev","R","198","RUS","27.2","7-6(5) 6-7(6) 2-6 6-3 6-4","5","R128",0,2,6,165,99,66,35,26,6,13,14,15,185,119,80,29,25,12,19,"172",349,"2",6330,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,164,"207989","1","","Carlos Alcaraz","R","185","ESP","20","106121","0","","Taro Daniel","R","191","JPN","30.3","6-1 3-6 6-1 6-2","5","R64",0,2,2,86,62,45,15,16,1,3,0,5,90,59,33,12,15,4,11,"1",6815,"112",566,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,165,"133430","26","","Denis Shapovalov","L","185","CAN","24.1","208286","0","","Matteo Arnaldi","R","183","ITA","22.2","6-2 3-6 6-3 6-3","5","R64",0,2,5,104,61,43,27,17,0,1,2,8,134,74,38,36,18,11,16,"32",1210,"106",592,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,166,"207518","17","","Lorenzo Musetti","R","185","ITA","21.2","207686","0","","Alexander Shevchenko","R","0","RUS","22.4","6-1 6-1 6-2","5","R64",0,1,0,62,37,27,20,11,3,3,1,1,77,49,27,9,11,5,12,"18",2040,"87",703,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,167,"111815","14","","Cameron Norrie","L","188","GBR","27.7","106298","0","Q","Lucas Pouille","R","185","FRA","29.2","6-1 6-3 6-3","5","R64",0,2,0,77,56,41,12,13,6,8,2,2,81,38,21,17,12,5,12,"13",2565,"675",40,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,168,"104926","0","","Fabio Fognini","R","178","ITA","36","106186","0","","Jason Kubler","R","178","AUS","30","6-4 7-6(5) 6-2","5","R64",0,3,5,100,61,35,23,15,1,5,3,2,93,64,32,13,15,3,10,"130",468,"69",777,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,169,"124116","0","Q","Sebastian Ofner","R","191","AUT","27","200624","24","","Sebastian Korda","R","196","USA","22.8","6-3 7-6(1) 6-4","5","R64",0,7,7,103,53,45,23,15,3,6,1,2,110,64,37,22,16,6,12,"118",534,"30",1265,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,170,"106043","0","","Diego Schwartzman","R","170","ARG","30.7","132686","0","","Nuno Borges","R","185","POR","26.2","7-6(3) 6-4 6-3","5","R64",0,0,2,97,60,36,24,16,5,9,5,3,97,44,30,21,15,6,12,"95",660,"80",727,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,171,"126774","5","","Stefanos Tsitsipas","R","193","GRE","24.7","106148","0","","Roberto Carballes Baena","R","183","ESP","30.1","6-3 7-6(4) 6-2","5","R64",0,6,5,91,60,46,14,14,1,3,0,2,87,59,34,17,15,3,9,"5",4775,"57",850,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,172,"104925","3","","Novak Djokovic","R","188","SRB","36","105916","0","","Marton Fucsovics","R","188","HUN","31.3","7-6(2) 6-0 6-3","5","R64",0,2,3,99,64,39,21,9,9,12,1,6,99,58,31,16,9,4,12,"3",5955,"83",720,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,173,"200221","29","","Alejandro Davidovich Fokina","R","183","ESP","23.9","209414","0","","Luca Van Assche","R","0","FRA","19","6-4 6-3 7-6(6)","5","R64",0,3,2,87,57,45,19,15,0,1,2,5,116,64,41,25,16,5,9,"34",1115,"82",725,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,174,"122669","0","","Juan Pablo Varillas","R","185","PER","27.6","105138","19","","Roberto Bautista Agut","R","183","ESP","35.1","1-6 4-6 6-3 6-1 6-1","5","R64",0,8,1,152,81,57,33,20,10,15,3,3,129,89,57,12,20,11,19,"94",661,"24",1485,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,175,"128034","13","","Hubert Hurkacz","R","196","POL","26.2","134868","0","","Tallon Griekspoor","R","188","NED","26.9","6-3 5-7 6-7(13) 7-6(5) 6-4","5","R64",0,15,3,180,105,84,41,28,4,7,9,12,201,125,92,35,27,11,15,"14",2525,"39",1034,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,176,"111575","11","","Karen Khachanov","R","198","RUS","27","105430","0","Q","Radu Albot","R","175","MDA","33.5","6-3 6-4 6-2","5","R64",0,6,2,81,53,42,18,14,1,1,4,4,103,64,43,15,13,8,12,"11",2945,"113",564,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,177,"106423","0","WC","Thanasi Kokkinakis","R","196","AUS","27.1","104527","0","","Stan Wawrinka","R","183","SUI","38.1","3-6 7-5 6-3 6-7(4) 6-3","5","R64",0,12,8,184,112,88,31,25,11,14,12,5,145,85,62,37,25,9,14,"108",587,"89",684,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,178,"132283","0","","Lorenzo Sonego","R","191","ITA","28","200005","0","","Ugo Humbert","L","188","FRA","24.9","6-4 6-3 7-6(3)","5","R64",0,3,3,95,64,51,18,15,6,7,1,4,101,52,37,25,16,4,8,"48",925,"40",1026,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,179,"126094","7","","Andrey Rublev","R","188","RUS","25.6","144895","0","","Corentin Moutet","L","178","FRA","24.1","6-4 6-2 3-6 6-3","5","R64",0,6,5,113,70,51,22,18,3,5,2,4,129,80,48,26,18,9,14,"7",4270,"61",823,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,180,"208029","6","","Holger Rune","R","185","DEN","20","104792","0","","Gael Monfils","R","193","FRA","36.7","W/O","5","R64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6",4375,"394",117,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,181,"144821","0","Q","Genaro Alberto Olivieri","U","0","ARG","24.8","131934","0","Q","Andrea Vavassori","R","193","ITA","28","7-6(7) 3-6 6-4 7-6(3)","5","R64",0,5,2,137,99,65,21,22,4,10,8,8,140,91,62,26,21,8,13,"231",257,"148",410,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,182,"202103","23","","Francisco Cerundolo","R","185","ARG","24.7","105870","0","LL","Yannick Hanfmann","R","193","GER","31.5","6-3 6-3 6-4","5","R64",0,8,5,108,77,54,13,14,10,12,2,2,117,80,39,23,14,10,16,"23",1485,"65",791,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,183,"126203","9","","Taylor Fritz","R","193","USA","25.5","126239","0","","Arthur Rinderknech","R","196","FRA","27.8","2-6 6-4 6-3 6-4","5","R64",0,8,1,100,47,36,36,19,1,4,7,3,113,71,54,20,18,10,14,"8",3470,"78",735,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,184,"111797","0","","Nicolas Jarry","R","198","CHI","27.6","126205","16","","Tommy Paul","R","185","USA","26","3-6 6-1 6-4 7-5","5","R64",0,5,4,140,89,63,26,19,13,15,3,5,98,68,47,18,19,1,6,"35",1112,"17",2170,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,185,"106218","0","","Marcos Giron","R","180","USA","29.8","208103","0","","Jiri Lehecka","R","185","CZE","21.5","6-2 6-3 6-2","5","R64",0,6,0,73,41,38,16,12,4,4,2,2,84,58,36,9,13,2,8,"75",740,"41",994,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,186,"111190","0","","Zhizhen Zhang","R","193","CHN","26.6","202058","0","Q","Thiago Agustin Tirante","R","185","ARG","22.1","7-6(3) 6-3 6-4","5","R64",0,5,3,105,68,48,21,16,5,7,6,1,93,63,41,14,15,3,7,"71",752,"153",390,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,187,"134770","4","","Casper Ruud","R","183","NOR","24.4","206748","0","Q","Giulio Zeppieri","L","185","ITA","21.4","6-3 6-2 4-6 7-5","5","R64",0,2,2,120,66,43,40,20,6,8,9,3,120,74,53,20,19,8,13,"4",4960,"129",478,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,188,"127157","0","","Daniel Altmaier","R","191","GER","24.7","206173","8","","Jannik Sinner","R","188","ITA","21.7","6-7(0) 7-6(7) 1-6 7-6(4) 7-5","5","R64",0,10,6,204,142,98,27,26,15,21,11,3,187,110,77,42,28,4,9,"79",733,"9",3435,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,189,"105777","28","","Grigor Dimitrov","R","188","BUL","32","200325","0","","Emil Ruusuvuori","R","188","FIN","24.1","7-6(4) 6-3 6-4","5","R64",0,5,1,107,56,38,29,16,5,9,5,2,105,60,37,21,15,9,15,"29",1275,"46",956,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,190,"100644","22","","Alexander Zverev","R","198","GER","26.1","144684","0","","Alex Molcan","L","178","SVK","25.4","6-4 6-2 6-1","5","R64",0,6,3,80,48,37,21,12,8,8,0,3,82,54,32,10,13,10,16,"27",1450,"86",705,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,191,"126207","12","","Frances Tiafoe","R","188","USA","25.3","106234","0","Q","Aslan Karatsev","R","185","RUS","29.7","3-6 6-3 7-5 6-2","5","R64",0,10,2,103,60,50,23,19,5,8,12,7,110,69,49,18,19,8,14,"12",2790,"62",818,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,192,"106432","15","","Borna Coric","R","188","CRO","26.5","106398","0","","Pedro Cachin","R","185","ARG","28.1","6-3 4-6 4-6 6-3 6-4","5","R64",0,1,2,157,79,57,44,24,9,13,6,3,144,91,62,27,24,7,13,"16",2410,"64",803,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,193,"144869","0","","Tomas Martin Etcheverry","R","196","ARG","23.8","200282","18","","Alex De Minaur","R","183","AUS","24.2","6-3 7-6(2) 6-3","5","R64",0,3,3,102,63,46,25,16,7,9,0,5,106,63,37,22,14,4,8,"49",920,"19",1870,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,194,"106415","27","","Yoshihito Nishioka","L","170","JPN","27.6","126845","0","","Max Purcell","R","185","AUS","25.1","4-6 6-2 7-5 6-4","5","R64",0,2,5,123,72,50,32,20,5,8,7,6,141,78,54,28,20,12,18,"33",1181,"68",781,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,195,"205734","0","Q","Thiago Seyboth Wild","R","185","BRA","23.2","105550","0","","Guido Pella","L","185","ARG","33","6-3 3-6 6-4 6-3","5","R64",0,8,9,124,64,43,35,19,9,12,1,5,106,70,43,21,18,7,12,"172",349,"423",105,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,196,"207989","1","","Carlos Alcaraz","R","185","ESP","20","133430","26","","Denis Shapovalov","L","185","CAN","24.1","6-1 6-4 6-2","5","R32",0,0,1,80,58,38,15,13,4,6,0,10,87,49,25,14,12,9,16,"1",6815,"32",1210,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,197,"207518","17","","Lorenzo Musetti","R","185","ITA","21.2","111815","14","","Cameron Norrie","L","188","GBR","27.7","6-1 6-2 6-4","5","R32",0,2,2,78,48,40,14,13,2,3,2,3,96,63,34,15,12,12,18,"18",2040,"13",2565,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,198,"124116","0","Q","Sebastian Ofner","R","191","AUT","27","104926","0","","Fabio Fognini","R","178","ITA","36","5-7 6-3 7-5 1-6 6-4","5","R32",0,5,3,149,89,54,24,25,7,19,1,6,165,103,58,29,25,16,28,"118",534,"130",468,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,199,"126774","5","","Stefanos Tsitsipas","R","193","GRE","24.7","106043","0","","Diego Schwartzman","R","170","ARG","30.7","6-2 6-2 6-3","5","R32",0,6,1,84,52,36,21,13,4,5,1,5,87,59,32,9,12,12,18,"5",4775,"95",660,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,200,"104925","3","","Novak Djokovic","R","188","SRB","36","200221","29","","Alejandro Davidovich Fokina","R","183","ESP","23.9","7-6(4) 7-6(5) 6-2","5","R32",0,1,6,114,74,48,16,16,3,8,3,2,120,81,41,19,16,10,17,"3",5955,"34",1115,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,201,"122669","0","","Juan Pablo Varillas","R","185","PER","27.6","128034","13","","Hubert Hurkacz","R","196","POL","26.2","3-6 6-3 7-6(3) 4-6 6-2","5","R32",0,7,1,146,87,61,41,24,4,7,8,3,149,90,69,26,24,3,7,"94",661,"14",2525,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,202,"111575","11","","Karen Khachanov","R","198","RUS","27","106423","0","WC","Thanasi Kokkinakis","R","196","AUS","27.1","6-4 6-1 3-6 7-6(5)","5","R32",0,5,3,120,77,50,29,19,4,7,6,1,138,79,54,26,19,12,17,"11",2945,"108",587,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,203,"132283","0","","Lorenzo Sonego","R","191","ITA","28","126094","7","","Andrey Rublev","R","188","RUS","25.6","5-7 0-6 6-3 7-6(5) 6-3","5","R32",225,8,5,157,105,76,24,25,5,11,9,4,135,73,55,36,23,5,9,"48",925,"7",4270,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,204,"208029","6","","Holger Rune","R","185","DEN","20","144821","0","Q","Genaro Alberto Olivieri","U","0","ARG","24.8","6-4 6-1 6-3","5","R32",0,4,4,78,57,40,10,13,5,8,2,3,83,55,29,7,13,12,20,"6",4375,"231",257,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,205,"202103","23","","Francisco Cerundolo","R","185","ARG","24.7","126203","9","","Taylor Fritz","R","193","USA","25.5","3-6 6-3 6-4 7-5","5","R32",0,1,4,134,110,71,12,20,11,15,9,4,119,94,64,10,20,15,21,"23",1485,"8",3470,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,206,"111797","0","","Nicolas Jarry","R","198","CHI","27.6","106218","0","","Marcos Giron","R","180","USA","29.8","6-2 6-3 6-7(7) 6-3","5","R32",0,15,3,112,77,65,20,20,1,2,6,3,128,90,62,13,18,2,7,"35",1112,"75",740,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,207,"134770","4","","Casper Ruud","R","183","NOR","24.4","111190","0","","Zhizhen Zhang","R","193","CHN","26.6","4-6 6-4 6-1 6-4","5","R32",0,6,3,116,85,60,15,19,7,10,6,2,100,80,46,13,18,5,11,"4",4960,"71",752,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,208,"105777","28","","Grigor Dimitrov","R","188","BUL","32","127157","0","","Daniel Altmaier","R","191","GER","24.7","6-4 6-3 6-1","5","R32",0,4,5,78,40,30,21,13,5,7,3,3,74,48,26,9,13,4,10,"29",1275,"79",733,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,209,"100644","22","","Alexander Zverev","R","198","GER","26.1","126207","12","","Frances Tiafoe","R","188","USA","25.3","3-6 7-6(3) 6-1 7-6(5)","5","R32",0,13,10,144,93,66,25,21,5,10,3,2,132,94,61,13,19,9,14,"27",1450,"12",2790,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,210,"144869","0","","Tomas Martin Etcheverry","R","196","ARG","23.8","106432","15","","Borna Coric","R","188","CRO","26.5","6-3 7-6(5) 6-2","5","R32",0,4,1,94,55,45,20,15,5,7,4,4,105,60,43,14,14,12,17,"49",920,"16",2410,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,211,"106415","27","","Yoshihito Nishioka","L","170","JPN","27.6","205734","0","Q","Thiago Seyboth Wild","R","185","BRA","23.2","3-6 7-6(8) 2-6 6-4 6-0","5","R32",0,2,3,149,105,68,21,22,3,8,10,9,158,96,63,34,23,10,16,"33",1181,"172",349,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,212,"207989","1","","Carlos Alcaraz","R","185","ESP","20","207518","17","","Lorenzo Musetti","R","185","ITA","21.2","6-3 6-2 6-2","5","R16",0,6,3,77,56,43,10,13,5,7,2,4,88,52,26,16,12,7,14,"1",6815,"18",2040,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,213,"126774","5","","Stefanos Tsitsipas","R","193","GRE","24.7","124116","0","Q","Sebastian Ofner","R","191","AUT","27","7-5 6-3 6-0","5","R16",0,3,3,83,59,45,13,14,2,3,4,3,76,41,27,14,13,5,11,"5",4775,"118",534,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,214,"104925","3","","Novak Djokovic","R","188","SRB","36","122669","0","","Juan Pablo Varillas","R","185","PER","27.6","6-3 6-2 6-2","5","R16",0,7,3,70,56,47,5,13,2,3,3,0,72,47,25,11,12,6,12,"3",5955,"94",661,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,215,"111575","11","","Karen Khachanov","R","198","RUS","27","132283","0","","Lorenzo Sonego","R","191","ITA","28","1-6 6-4 7-6(7) 6-1","5","R16",0,12,1,132,76,57,28,19,10,14,8,5,121,74,51,23,17,8,12,"11",2945,"48",925,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,216,"208029","6","","Holger Rune","R","185","DEN","20","202103","23","","Francisco Cerundolo","R","185","ARG","24.7","7-6(3) 3-6 6-4 1-6 7-6(7)","5","R16",0,8,10,173,102,67,39,25,13,20,5,6,166,110,74,34,25,4,8,"6",4375,"23",1485,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,217,"134770","4","","Casper Ruud","R","183","NOR","24.4","111797","0","","Nicolas Jarry","R","198","CHI","27.6","7-6(3) 7-5 7-5","5","R16",0,10,5,126,80,57,23,18,14,17,11,4,134,89,59,18,18,8,13,"4",4960,"35",1112,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,218,"100644","22","","Alexander Zverev","R","198","GER","26.1","105777","28","","Grigor Dimitrov","R","188","BUL","32","6-1 6-4 6-3","5","R16",0,4,7,92,60,47,11,13,14,16,0,6,83,46,28,10,13,8,15,"27",1450,"29",1275,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,219,"144869","0","","Tomas Martin Etcheverry","R","196","ARG","23.8","106415","27","","Yoshihito Nishioka","L","170","JPN","27.6","7-6(8) 6-0 6-1","5","R16",0,12,0,85,79,57,4,13,4,5,3,2,73,62,33,6,12,3,9,"49",920,"33",1181,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,220,"207989","1","","Carlos Alcaraz","R","185","ESP","20","126774","5","","Stefanos Tsitsipas","R","193","GRE","24.7","6-2 6-1 7-6(5)","5","QF",0,6,1,75,58,46,11,13,1,2,5,5,95,56,34,16,14,6,12,"1",6815,"5",4775,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,221,"104925","3","","Novak Djokovic","R","188","SRB","36","111575","11","","Karen Khachanov","R","198","RUS","27","4-6 7-6(0) 6-2 6-4","5","QF",0,11,5,132,78,60,32,20,8,10,7,4,133,75,49,30,20,4,8,"3",5955,"11",2945,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,222,"134770","4","","Casper Ruud","R","183","NOR","24.4","208029","6","","Holger Rune","R","185","DEN","20","6-1 6-2 3-6 6-3","5","QF",0,5,5,110,69,50,24,17,6,7,1,9,113,61,39,25,16,8,13,"4",4960,"6",4375,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,223,"100644","22","","Alexander Zverev","R","198","GER","26.1","144869","0","","Tomas Martin Etcheverry","R","196","ARG","23.8","6-4 3-6 6-3 6-4","5","QF",0,7,9,116,78,59,15,19,6,9,8,2,116,72,52,18,19,6,11,"27",1450,"49",920,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,224,"104925","3","","Novak Djokovic","R","188","SRB","36","207989","1","","Carlos Alcaraz","R","185","ESP","20","6-3 5-7 6-1 6-1","5","SF",0,8,3,125,88,63,16,18,10,12,3,2,103,74,40,14,17,5,12,"3",5955,"1",6815,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,225,"134770","4","","Casper Ruud","R","183","NOR","24.4","100644","22","","Alexander Zverev","R","198","GER","26.1","6-3 6-4 6-0","5","SF",0,5,1,89,55,39,18,13,8,9,3,2,69,47,26,10,12,4,10,"4",4960,"27",1450,"05"
"2023-520","Roland Garros","Clay","128","G",2023-05-29,226,"104925","3","","Novak Djokovic","R","188","SRB","36","134770","4","","Casper Ruud","R","183","NOR","24.4","7-6(1) 6-3 7-5","5","F",0,11,1,101,74,59,17,17,3,4,4,1,106,68,39,25,16,7,10,"3",5955,"4",4960,"05"
"2023-0440","s Hertogenbosch","Grass","32","A",2023-06-12,300,"134868","6","","Tallon Griekspoor","R","188","NED","26.9","111442","0","","Jordan Thompson","R","183","AUS","29.1","6-7(4) 7-6(3) 6-3","3","F",155,9,1,126,93,63,18,17,5,7,12,0,89,57,40,22,16,2,5,"38",1024,"103",593,"06"
