"tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points","tourney_month"
"2023-9900","United Cup","Hard","18","A",2023-01-02,300,"126203","3","","Taylor Fritz","R","193","USA","25.1","126610","5","","Matteo Berrettini","R","196","ITA","26.7","7-6(4) 7-6(6)","3","F",135,15,2,85,52,45,16,12,0,0,7,2,97,62,47,15,12,9,9,"9",3355,"16",2375,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,299,"126207","0","","Frances Tiafoe","R","188","USA","24.9","207518","0","","Lorenzo Musetti","R","185","ITA","20.8","6-2 0-0 RET","3","F",34,3,1,27,19,15,3,4,3,3,0,0,21,12,8,3,4,1,3,"19",2000,"23",1865,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,296,"126203","3","","Taylor Fritz","R","193","USA","25.1","128034","2","","Hubert Hurkacz","R","196","POL","25.8","7-6(5) 7-6(5)","3","SF",104,11,0,80,50,44,19,12,4,4,17,1,82,62,51,7,12,2,2,"9",3355,"10",2905,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,295,"126207","0","","Frances Tiafoe","R","188","USA","24.9","200390","0","","Kacper Zuk","R","183","POL","23.9","6-3 6-3","3","SF",79,5,4,61,37,31,11,9,5,5,3,3,68,41,26,12,9,6,9,"19",2000,"245",220,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,292,"126774","1","","Stefanos Tsitsipas","R","193","GRE","24.3","126610","5","","Matteo Berrettini","R","196","ITA","26.7","4-6 7-6(2) 6-4","3","SF",155,9,1,98,52,43,28,16,1,2,7,2,89,58,48,18,16,1,2,"4",5550,"16",2375,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,291,"207518","0","","Lorenzo Musetti","R","185","ITA","20.8","208852","0","","Stefanos Sakellaridis","U","0","GRE","18.3","6-1 6-1","3","SF",62,2,1,41,25,18,12,7,1,1,2,1,43,26,15,5,7,4,9,"23",1865,"803",23,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,288,"126774","1","","Stefanos Tsitsipas","R","193","GRE","24.3","106432","8","","Borna Coric","R","188","CRO","26.1","6-0 6-7(4) 7-5","3","RR",151,20,1,94,60,45,20,15,5,6,7,2,88,59,44,10,15,2,7,"4",5550,"26",1685,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,287,"127339","0","","Borna Gojo","R","196","CRO","24.8","208852","0","","Stefanos Sakellaridis","U","0","GRE","18.3","6-4 6-2","3","RR",89,4,1,50,30,27,11,9,1,1,4,1,78,50,30,12,9,6,9,"144",381,"803",23,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,284,"126610","5","","Matteo Berrettini","R","196","ITA","26.7","128034","2","","Hubert Hurkacz","R","196","POL","25.8","6-4 3-6 6-3","3","RR",116,11,1,77,49,37,18,14,2,4,12,1,79,49,36,16,14,1,4,"16",2375,"10",2905,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,283,"207518","0","","Lorenzo Musetti","R","185","ITA","20.8","207415","0","","Daniel Michalski","R","180","POL","22.9","6-1 6-1","3","RR",57,8,0,31,18,17,11,7,0,0,1,1,40,28,12,5,7,4,9,"23",1865,"260",204,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,280,"111815","15","","Cameron Norrie","L","188","GBR","27.3","126203","3","","Taylor Fritz","R","193","USA","25.1","6-4 5-7 6-4","3","RR",136,7,0,91,69,53,9,16,5,8,16,2,95,58,39,21,16,4,8,"14",2445,"9",3355,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,279,"126207","0","","Frances Tiafoe","R","188","USA","24.9","105554","0","","Daniel Evans","R","175","GBR","32.6","3-6 7-5 6-3","3","RR",132,10,1,87,46,32,24,15,7,10,9,3,82,46,35,17,15,5,9,"19",2000,"27",1585,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,276,"126774","1","","Stefanos Tsitsipas","R","193","GRE","24.3","105676","12","","David Goffin","R","180","BEL","32","6-3 6-2","3","RR",78,12,1,61,39,27,12,9,4,5,2,1,49,33,22,4,8,2,6,"4",5550,"53",870,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,275,"208852","0","","Stefanos Sakellaridis","U","0","GRE","18.3","200267","0","","Zizou Bergs","R","185","BEL","23.5","5-7 6-1 6-3","3","RR",133,8,1,86,50,37,21,14,4,5,1,5,86,52,33,16,14,3,7,"803",23,"129",435,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,272,"126774","1","","Stefanos Tsitsipas","R","193","GRE","24.3","105777","16","","Grigor Dimitrov","R","188","BUL","31.6","4-6 6-2 7-6(4)","3","RR",0,12,1,95,72,56,12,15,8,9,11,2,87,55,44,19,15,6,8,"4",5550,"28",1460,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,271,"106220","0","","Dimitar Kuzmanov","R","183","BUL","29.4","133018","0","","Michail Pervolarakis","R","193","CYP","26.5","6-1 6-1","3","RR",67,2,2,36,20,18,11,7,1,1,2,5,48,26,14,6,7,3,8,"196",282,"506",70,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,268,"105777","16","","Grigor Dimitrov","R","188","BUL","31.6","105676","12","","David Goffin","R","180","BEL","32","6-4 7-5","3","RR",102,10,7,72,48,38,9,11,6,8,2,2,64,33,22,16,11,3,7,"28",1460,"53",870,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,267,"106220","0","","Dimitar Kuzmanov","R","183","BUL","29.4","200267","0","","Zizou Bergs","R","185","BEL","23.5","6-2 6-0","3","RR",87,2,0,48,33,21,12,7,3,3,4,4,56,31,13,11,7,2,7,"196",282,"129",435,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,264,"128034","2","","Hubert Hurkacz","R","196","POL","25.8","104527","9","","Stan Wawrinka","R","183","SUI","37.7","7-6(5) 6-4","3","RR",99,11,0,62,32,25,23,11,1,2,9,3,67,33,26,21,11,1,3,"10",2905,"148",377,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,263,"144817","0","","Marc Andrea Huesler","L","196","SUI","26.5","207415","0","","Daniel Michalski","R","180","POL","22.9","6-3 6-2","3","RR",72,3,1,52,31,27,11,9,0,0,0,2,46,34,20,5,8,0,3,"56",818,"260",204,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,260,"128034","2","","Hubert Hurkacz","R","196","POL","25.8","122330","13","","Alexander Bublik","R","196","KAZ","25.5","7-6(8) 4-6 6-3","3","RR",129,18,4,94,58,52,20,16,3,4,15,8,104,62,50,23,15,3,4,"10",2905,"37",1130,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,259,"207608","0","","Timofey Skatov","R","173","RUS","21.9","207415","0","","Daniel Michalski","R","180","POL","22.9","7-6(7) 6-2","3","RR",131,3,1,78,55,44,11,10,5,5,2,2,93,62,41,14,10,8,10,"142",387,"260",204,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,256,"104527","9","","Stan Wawrinka","R","183","SUI","37.7","122330","13","","Alexander Bublik","R","196","KAZ","25.5","6-3 7-6(3)","3","RR",90,10,0,63,34,29,19,11,0,0,7,2,59,42,33,8,10,3,4,"148",377,"37",1130,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,255,"144817","0","","Marc Andrea Huesler","L","196","SUI","26.5","207608","0","","Timofey Skatov","R","173","RUS","21.9","4-6 6-3 6-3","3","RR",0,6,1,99,67,48,16,14,6,7,4,2,88,61,41,13,14,4,7,"56",818,"142",387,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,252,"126203","3","","Taylor Fritz","R","193","USA","25.1","100644","10","","Alexander Zverev","R","198","GER","25.7","6-1 6-4","3","RR",64,8,4,45,27,26,11,9,1,1,3,5,60,48,31,3,8,3,6,"9",3355,"12",2700,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,251,"126207","0","","Frances Tiafoe","R","188","USA","24.9","106214","0","","Oscar Otte","R","196","GER","29.4","7-5 6-4","3","RR",75,9,3,56,30,29,16,11,0,0,10,0,58,30,23,18,11,0,2,"19",2000,"76",691,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,248,"126203","3","","Taylor Fritz","R","193","USA","25.1","208103","14","","Jiri Lehecka","R","185","CZE","21.1","6-3 6-4","3","RR",0,5,3,68,41,32,14,10,2,2,4,1,48,31,24,8,9,1,3,"9",3355,"81",646,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,247,"126207","0","","Frances Tiafoe","R","188","USA","24.9","207830","0","","Tomas Machac","R","183","CZE","22.2","6-3 2-4 RET","3","RR",80,4,1,55,36,24,10,8,2,4,6,5,59,37,27,6,7,3,5,"19",2000,"97",580,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,244,"208103","14","","Jiri Lehecka","R","185","CZE","21.1","100644","10","","Alexander Zverev","R","198","GER","25.7","6-4 6-2","3","RR",92,5,3,67,47,36,8,9,6,7,1,8,56,34,22,8,9,4,8,"81",646,"12",2700,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,243,"106214","0","","Oscar Otte","R","196","GER","29.4","207494","0","","Dalibor Svrcina","R","0","CZE","20.2","7-6(1) 6-2","3","RR",109,7,2,67,35,23,15,10,6,10,0,2,73,46,24,10,10,1,7,"76",691,"222",249,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,240,"200282","7","","Alex De Minaur","R","183","AUS","23.8","104745","4","","Rafael Nadal","L","185","ESP","36.5","3-6 6-1 7-5","3","RR",162,3,6,100,62,39,19,14,8,12,2,4,92,56,34,16,14,7,13,"24",1790,"2",6020,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,239,"106186","0","","Jason Kubler","R","178","AUS","29.6","105077","0","","Albert Ramos","L","188","ESP","34.9","6-3 4-6 6-3","3","RR",129,10,2,78,50,41,14,14,1,3,4,2,82,46,33,19,14,1,5,"107",538,"39",1075,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,236,"111815","15","","Cameron Norrie","L","188","GBR","27.3","104745","4","","Rafael Nadal","L","185","ESP","36.5","3-6 6-3 6-4","3","RR",164,6,2,88,57,42,18,14,5,6,10,4,95,55,40,21,14,9,11,"14",2445,"2",6020,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,235,"105554","0","","Daniel Evans","R","175","GBR","32.6","105077","0","","Albert Ramos","L","188","ESP","34.9","6-3 1-6 6-3","3","RR",139,5,1,73,41,32,15,13,2,5,3,3,82,49,32,14,12,4,7,"27",1585,"39",1075,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,232,"111815","15","","Cameron Norrie","L","188","GBR","27.3","200282","7","","Alex De Minaur","R","183","AUS","23.8","6-3 6-3","3","RR",0,4,1,56,30,26,14,9,4,4,3,1,55,28,19,14,9,6,9,"14",2445,"24",1790,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,231,"106186","0","","Jason Kubler","R","178","AUS","29.6","105554","0","","Daniel Evans","R","175","GBR","32.6","6-3 7-6(3)","3","RR",110,11,1,67,42,30,15,11,2,4,3,2,64,36,26,13,10,1,4,"107",538,"27",1585,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,228,"126610","5","","Matteo Berrettini","R","196","ITA","26.7","106329","11","","Thiago Monteiro","L","183","BRA","28.5","6-4 7-6(7)","3","RR",115,15,1,64,43,38,14,11,0,0,4,2,72,43,31,20,11,1,2,"16",2375,"71",738,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,227,"207518","0","","Lorenzo Musetti","R","185","ITA","20.8","200335","0","","Felipe Meligeni Alves","R","185","BRA","24.8","6-3 6-4","3","RR",0,9,1,55,31,22,15,10,1,3,1,2,50,33,19,8,9,0,4,"23",1865,"166",343,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,224,"126610","5","","Matteo Berrettini","R","196","ITA","26.7","134770","18","","Casper Ruud","R","183","NOR","24","6-4 6-4","3","RR",86,10,2,60,40,35,9,10,2,2,4,0,52,41,31,4,10,0,2,"16",2375,"3",5820,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,223,"207518","0","","Lorenzo Musetti","R","185","ITA","20.8","126340","0","","Viktor Durasovic","R","185","NOR","25.7","7-6(7) 6-3","3","RR",108,7,1,69,42,35,16,11,1,2,6,3,81,45,28,19,10,8,10,"23",1865,"343",143,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,220,"134770","18","","Casper Ruud","R","183","NOR","24","106329","11","","Thiago Monteiro","L","183","BRA","28.5","6-3 6-2","3","RR",71,8,1,49,36,24,8,9,2,4,2,5,41,27,16,3,8,1,6,"3",5820,"71",738,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,219,"200335","0","","Felipe Meligeni Alves","R","185","BRA","24.8","126340","0","","Viktor Durasovic","R","185","NOR","25.7","6-3 6-3","3","RR",87,5,0,59,41,31,11,9,1,1,11,5,73,41,28,11,9,3,6,"166",343,"343",143,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,216,"106432","8","","Borna Coric","R","188","CRO","26.1","126239","6","","Arthur Rinderknech","R","196","FRA","27.4","7-6(1) 7-6(2)","3","RR",113,10,1,65,43,40,15,12,1,2,8,3,81,51,36,17,12,2,3,"26",1685,"44",952,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,215,"127339","0","","Borna Gojo","R","196","CRO","24.8","105173","0","","Adrian Mannarino","L","183","FRA","34.5","7-6(5) 3-6 7-6(5)","3","RR",170,14,4,110,72,57,17,16,1,4,9,1,104,63,51,21,17,3,5,"144",381,"46",946,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,212,"126239","6","","Arthur Rinderknech","R","196","FRA","27.4","202103","17","","Francisco Cerundolo","R","185","ARG","24.3","6-4 6-2","3","RR",0,2,1,64,43,30,11,9,0,0,1,3,57,37,22,10,9,4,7,"44",952,"30",1395,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,211,"105173","0","","Adrian Mannarino","L","183","FRA","34.5","105948","0","","Federico Coria","R","180","ARG","30.8","6-1 6-0","3","RR",62,6,0,44,30,23,7,7,2,3,2,2,56,37,16,5,6,4,10,"46",946,"75",695,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,208,"106432","8","","Borna Coric","R","188","CRO","26.1","202103","17","","Francisco Cerundolo","R","185","ARG","24.3","7-5 6-4","3","RR",128,4,2,81,51,37,12,11,8,10,2,1,70,50,31,8,11,5,9,"26",1685,"30",1395,"01"
"2023-9900","United Cup","Hard","18","A",2023-01-02,207,"127339","0","","Borna Gojo","R","196","CRO","24.8","105948","0","","Federico Coria","R","180","ARG","30.8","7-6(5) 6-4","3","RR",97,6,3,66,47,37,10,11,0,0,0,0,81,50,37,15,11,3,4,"144",381,"75",695,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,300,"104925","1","","Novak Djokovic","R","188","SRB","35.6","200624","0","","Sebastian Korda","R","196","USA","22.4","6-7(8) 7-6(3) 6-4","3","F",189,7,4,99,62,53,25,17,1,2,15,4,129,76,59,27,17,5,7,"5",4820,"33",1175,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,299,"104925","1","","Novak Djokovic","R","188","SRB","35.6","106421","3","","Daniil Medvedev","R","198","RUS","26.8","6-3 6-4","3","SF",90,5,3,61,35,31,14,10,3,3,5,2,48,31,23,9,9,1,3,"5",4820,"7",4065,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,298,"200624","0","","Sebastian Korda","R","196","USA","22.4","106415","0","","Yoshihito Nishioka","L","170","JPN","27.2","7-6(5) 1-0 RET","3","SF",74,9,0,40,23,21,10,6,0,0,0,0,54,40,29,6,7,3,4,"33",1175,"36",1134,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,297,"104925","1","","Novak Djokovic","R","188","SRB","35.6","133430","7","","Denis Shapovalov","L","185","CAN","23.7","6-3 6-4","3","QF",115,4,3,70,40,31,16,10,3,4,6,7,72,38,25,14,9,5,8,"5",4820,"18",2075,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,296,"106421","3","","Daniil Medvedev","R","198","RUS","26.8","111575","8","","Karen Khachanov","R","198","RUS","26.6","6-3 6-3","3","QF",77,6,5,51,33,29,7,9,2,3,1,2,60,42,25,6,9,3,7,"7",4065,"20",1990,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,295,"200624","0","","Sebastian Korda","R","196","USA","22.4","206173","6","","Jannik Sinner","R","188","ITA","21.3","7-5 6-1","3","QF",86,5,1,52,30,25,12,9,3,4,8,3,53,34,23,6,10,4,9,"33",1175,"15",2410,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,294,"106415","0","","Yoshihito Nishioka","L","170","JPN","27.2","200615","0","Q","Alexei Popyrin","R","196","AUS","23.4","7-6(4) 6-7(8) 6-2","3","QF",166,2,1,106,75,57,19,16,2,4,27,4,103,68,56,12,16,6,10,"36",1134,"120",469,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,293,"104925","1","","Novak Djokovic","R","188","SRB","35.6","111460","0","","Quentin Halys","R","191","FRA","26.1","7-6(3) 7-6(5)","3","R16",115,10,4,76,50,44,14,12,0,1,11,2,82,48,39,16,12,4,5,"5",4820,"64",767,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,292,"133430","7","","Denis Shapovalov","L","185","CAN","23.7","126128","0","Q","Roman Safiullin","R","185","RUS","25.4","6-4 6-3","3","R16",81,7,2,44,25,21,13,9,0,1,3,3,70,45,29,11,10,7,11,"18",2075,"88",606,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,291,"106421","3","","Daniil Medvedev","R","198","RUS","26.8","200175","0","","Miomir Kecmanovic","R","183","SRB","23.3","6-0 6-3","3","R16",67,7,3,51,38,29,7,8,1,1,0,0,42,31,13,6,7,3,7,"7",4065,"29",1420,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,290,"111575","8","","Karen Khachanov","R","198","RUS","26.6","207733","0","","Jack Draper","L","191","GBR","21","6-4 6-2","3","R16",91,7,1,53,39,32,9,9,1,1,6,3,67,36,20,17,9,6,9,"20",1990,"42",990,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,289,"206173","6","","Jannik Sinner","R","188","ITA","21.3","106423","0","WC","Thanasi Kokkinakis","R","196","AUS","26.7","7-6(2) 6-4","3","R16",122,5,2,78,58,40,12,11,6,7,9,3,72,45,33,13,11,1,3,"15",2410,"93",592,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,288,"200624","0","","Sebastian Korda","R","196","USA","22.4","105138","0","","Roberto Bautista Agut","R","183","ESP","34.7","6-4 6-4","3","R16",73,12,0,57,41,33,10,10,2,2,5,3,47,26,20,12,10,0,2,"33",1175,"21",1940,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,287,"106415","0","","Yoshihito Nishioka","L","170","JPN","27.2","111456","0","","Mackenzie Mcdonald","R","178","USA","27.7","6-4 6-3","3","R16",95,0,2,72,49,29,17,9,4,4,3,2,57,36,26,8,10,1,4,"36",1134,"63",775,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,286,"200615","0","Q","Alexei Popyrin","R","196","AUS","23.4","106218","0","","Marcos Giron","R","180","USA","29.4","4-6 6-4 6-3","3","R16",112,16,1,83,58,49,13,15,2,3,4,0,79,61,43,11,14,1,3,"120",469,"61",776,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,285,"104925","1","","Novak Djokovic","R","188","SRB","35.6","106005","0","","Constant Lestienne","R","180","FRA","30.6","6-3 6-2","3","R32",74,4,2,47,29,25,13,9,1,1,3,1,56,39,22,10,8,5,8,"5",4820,"65",760,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,284,"111460","0","","Quentin Halys","R","191","FRA","26.1","111442","0","WC","Jordan Thompson","R","183","AUS","28.7","6-3 6-4","3","R32",76,14,2,47,30,27,13,10,0,0,5,4,65,38,26,12,9,3,5,"64",767,"84",626,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,283,"126128","0","Q","Roman Safiullin","R","185","RUS","25.4","144707","0","","Mikael Ymer","R","183","SWE","24.3","6-4 6-2","3","R32",94,4,3,65,40,31,13,9,5,5,2,3,61,36,20,13,9,5,8,"88",606,"69",739,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,282,"133430","7","","Denis Shapovalov","L","185","CAN","23.7","208014","0","Q","Rinky Hijikata","U","0","AUS","21.8","2-6 6-4 6-3","3","R32",120,7,9,77,42,30,18,13,5,8,2,5,93,58,43,12,14,8,12,"18",2075,"164",344,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,281,"106421","3","","Daniil Medvedev","R","198","RUS","26.8","132283","0","","Lorenzo Sonego","R","191","ITA","27.6","7-6(6) 2-1 RET","3","R32",102,5,2,70,45,30,15,8,9,10,1,1,57,32,25,11,7,3,4,"7",4065,"45",950,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,280,"200175","0","","Miomir Kecmanovic","R","183","SRB","23.3","106331","0","WC","Christopher Oconnell","R","183","AUS","28.5","6-4 6-4","3","R32",94,4,4,74,42,24,23,10,5,6,9,2,55,31,23,9,10,2,5,"29",1420,"78",652,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,279,"207733","0","","Jack Draper","L","191","GBR","21","126952","0","Q","Soon Woo Kwon","R","180","KOR","25","6-2 6-1","3","R32",68,8,2,35,18,16,13,7,3,3,2,3,52,24,12,10,8,7,12,"42",990,"83",630,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,278,"111575","8","","Karen Khachanov","R","198","RUS","26.6","106398","0","","Pedro Cachin","R","185","ARG","27.7","6-2 6-4","3","R32",85,6,3,61,34,30,12,9,6,7,3,2,57,40,24,6,9,8,12,"20",1990,"57",813,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,277,"206173","6","","Jannik Sinner","R","188","ITA","21.3","106378","0","PR","Kyle Edmund","R","188","GBR","27.9","6-3 6-2","3","R32",65,5,1,41,25,23,13,9,0,0,1,2,48,21,15,11,8,1,4,"15",2410,"582",52,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,276,"106423","0","WC","Thanasi Kokkinakis","R","196","AUS","26.7","202195","0","","Maxime Cressy","R","198","USA","25.6","7-6(4) 7-6(7)","3","R32",131,21,0,72,52,45,13,12,3,4,20,8,82,50,38,19,12,5,6,"93",592,"34",1163,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,275,"200624","0","","Sebastian Korda","R","196","USA","22.4","104918","0","","Andy Murray","R","190","GBR","35.6","7-6(3) 6-3","3","R32",116,12,1,64,39,34,14,11,4,5,3,2,69,36,27,14,10,3,5,"33",1175,"49",920,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,274,"105138","0","","Roberto Bautista Agut","R","183","ESP","34.7","126094","4","","Andrey Rublev","R","188","RUS","25.2","4-6 6-3 6-4","3","R32",109,8,1,79,54,40,17,15,2,4,15,6,81,52,40,11,14,2,5,"21",1940,"8",3930,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,273,"106415","0","","Yoshihito Nishioka","L","170","JPN","27.2","208029","5","","Holger Rune","R","185","DEN","19.6","2-6 6-4 6-4","3","R32",125,0,8,86,54,36,16,14,5,9,14,8,95,57,40,16,14,7,11,"36",1134,"11",2888,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,272,"111456","0","","Mackenzie Mcdonald","R","178","USA","27.7","123755","0","","Daniel Elahi Galan","R","191","COL","26.5","6-3 0-0 RET","3","R32",40,4,1,20,14,14,2,4,0,0,2,1,39,25,16,6,5,0,2,"63",775,"67",741,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,271,"106218","0","","Marcos Giron","R","180","USA","29.4","104755","0","","Richard Gasquet","R","185","FRA","36.5","7-6(5) 6-7(6) 7-5","3","R32",177,13,2,110,76,59,23,18,2,3,10,4,139,74,51,38,18,10,12,"61",776,"68",740,"01"
"2023-2843","Adelaide 1","Hard","32","A",2023-01-02,270,"200615","0","Q","Alexei Popyrin","R","196","AUS","23.4","200000","2","","Felix Auger Aliassime","R","193","CAN","22.4","6-4 7-6(5)","3","R32",114,11,2,67,45,35,13,11,1,2,7,2,66,45,33,11,11,2,4,"120",469,"6",4195,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,300,"134868","0","","Tallon Griekspoor","R","188","NED","26.5","126127","0","","Benjamin Bonzi","R","185","FRA","26.5","4-6 7-5 6-3","3","F",136,17,4,86,61,48,13,15,3,4,11,4,102,66,47,18,16,4,7,"95",584,"60",781,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,299,"134868","0","","Tallon Griekspoor","R","188","NED","26.5","106234","8","","Aslan Karatsev","R","185","RUS","29.3","7-6(4) 6-1","3","SF",81,11,2,53,36,32,13,10,0,0,3,5,59,31,22,14,9,3,5,"95",584,"59",795,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,298,"126127","0","","Benjamin Bonzi","R","185","FRA","26.5","122298","2","","Botic Van De Zandschulp","R","188","NED","27.2","7-6(5) 6-7(5) 6-1","3","SF",149,10,3,101,71,54,16,16,0,2,9,3,106,69,49,17,15,7,11,"60",781,"35",1160,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,297,"134868","0","","Tallon Griekspoor","R","188","NED","26.5","105227","1","","Marin Cilic","R","198","CRO","34.2","W/O","3","QF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"95",584,"17",2105,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,296,"106234","8","","Aslan Karatsev","R","185","RUS","29.3","124079","0","","Pedro Martinez","R","185","ESP","25.6","6-1 6-2","3","QF",73,13,3,58,40,33,6,8,5,5,1,3,44,26,15,6,7,4,8,"59",795,"62",776,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,295,"126127","0","","Benjamin Bonzi","R","185","FRA","26.5","105936","6","","Filip Krajinovic","R","185","SRB","30.8","7-6(5) 6-4","3","QF",125,7,0,77,46,30,15,11,2,5,6,3,90,50,29,20,11,10,14,"60",781,"54",845,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,294,"122298","2","","Botic Van De Zandschulp","R","188","NED","27.2","109739","0","Q","Maximilian Marterer","L","191","GER","27.5","6-4 6-2","3","QF",67,3,1,44,34,29,7,9,0,0,1,1,51,37,22,7,9,2,5,"35",1160,"159",354,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,293,"105227","1","","Marin Cilic","R","198","CRO","34.2","106148","0","","Roberto Carballes Baena","R","183","ESP","29.7","6-3 3-6 6-1","3","R16",122,16,3,76,54,45,9,13,2,3,3,3,74,40,26,18,12,4,7,"17",2105,"74",695,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,292,"134868","0","","Tallon Griekspoor","R","188","NED","26.5","106065","0","","Marco Cecchinato","R","185","ITA","30.2","6-4 6-4","3","R16",75,7,2,54,35,29,14,10,0,0,3,3,58,36,25,12,10,3,5,"95",584,"101",562,"01"
